datetime,Datetime,Temp,pH ,mV[pH],ORP[mV],EC uS/cm,EC Abs uS/cm,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L]
2021-11-22 11:56:07,11/22/2021 12:18:44 p. m.,14.19,4.85,135.4,308.4,693.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.802999999999999,55.2,4.13
2021-11-22 11:56:12,11/22/2021 12:18:49 p. m.,14.19,4.85,135.3,308.4,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.800999999999998,55.4,4.14
2021-11-22 11:56:17,11/22/2021 12:18:54 p. m.,14.19,4.85,135.3,308.4,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.802,55.5,4.15
2021-11-22 11:56:22,11/22/2021 12:18:59 p. m.,14.19,4.85,135.3,308.4,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.800999999999998,55.5,4.15
2021-11-22 11:56:27,11/22/2021 12:19:04 p. m.,14.19,4.85,135.4,308.4,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.802,55.5,4.15
2021-11-22 11:56:32,11/22/2021 12:19:09 p. m.,14.19,4.85,135.4,308.4,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.8,55.6,4.15
2021-11-22 11:56:37,11/22/2021 12:19:14 p. m.,14.19,4.85,135.3,308.4,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.800999999999998,55.6,4.15
2021-11-22 11:56:42,11/22/2021 12:19:19 p. m.,14.19,4.85,135.3,308.4,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.800999999999998,55.6,4.15
2021-11-22 11:56:47,11/22/2021 12:19:24 p. m.,14.19,4.85,135.3,308.3,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.800999999999998,55.5,4.15
2021-11-22 11:56:52,11/22/2021 12:19:29 p. m.,14.19,4.85,135.3,308.3,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.8,55.4,4.14
2021-11-22 11:56:57,11/22/2021 12:19:34 p. m.,14.19,4.85,135.3,308.3,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.802999999999999,55.3,4.14
2021-11-22 11:57:02,11/22/2021 12:19:39 p. m.,14.19,4.85,135.3,308.3,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.8,55.2,4.13
2021-11-22 11:57:07,11/22/2021 12:19:44 p. m.,14.19,4.85,135.3,308.3,692.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.802,55.1,4.12
2021-11-22 11:57:12,11/22/2021 12:19:49 p. m.,14.19,4.85,135.3,308.3,691.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.802,55.1,4.12
2021-11-22 11:57:17,11/22/2021 12:19:54 p. m.,14.19,4.85,135.3,308.3,691.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.800999999999998,55.0,4.12
2021-11-22 11:57:22,11/22/2021 12:19:59 p. m.,14.19,4.85,135.3,308.3,691.0,550.0,1.4,0.34600000000000003,0.34,0.0,10.800999999999998,54.9,4.11
2021-11-22 11:57:27,11/22/2021 12:20:04 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.800999999999998,54.8,4.09
2021-11-22 11:57:32,11/22/2021 12:20:09 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.8,54.6,4.08
2021-11-22 11:57:37,11/22/2021 12:20:14 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.8,54.5,4.07
2021-11-22 11:57:42,11/22/2021 12:20:19 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.802,54.3,4.06
2021-11-22 11:57:47,11/22/2021 12:20:24 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.8,54.3,4.06
2021-11-22 11:57:52,11/22/2021 12:20:29 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.802,54.2,4.06
2021-11-22 11:57:57,11/22/2021 12:20:34 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.802999999999999,54.2,4.05
2021-11-22 11:58:02,11/22/2021 12:20:39 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.804,54.0,4.04
2021-11-22 11:58:07,11/22/2021 12:20:44 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.804,54.0,4.04
2021-11-22 11:58:12,11/22/2021 12:20:49 p. m.,14.19,4.85,135.4,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.804,53.9,4.03
2021-11-22 11:58:17,11/22/2021 12:20:54 p. m.,14.19,4.85,135.3,308.3,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.805,53.8,4.02
2021-11-22 11:58:22,11/22/2021 12:20:59 p. m.,14.19,4.85,135.2,308.2,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.805,53.7,4.01
2021-11-22 11:58:27,11/22/2021 12:21:04 p. m.,14.19,4.85,135.2,308.2,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.804,53.5,4.0
2021-11-22 11:58:32,11/22/2021 12:21:09 p. m.,14.19,4.85,135.3,308.2,691.0,549.0,1.4,0.34600000000000003,0.34,0.0,10.802,53.5,4.0
2021-11-22 11:58:37,11/22/2021 12:21:14 p. m.,14.19,4.85,135.3,308.2,691.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,53.5,4.0
2021-11-22 11:58:42,11/22/2021 12:21:19 p. m.,14.2,4.85,135.3,308.2,691.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,53.6,4.01
2021-11-22 11:58:47,11/22/2021 12:21:24 p. m.,14.2,4.85,135.3,308.2,691.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,53.8,4.02
2021-11-22 11:58:52,11/22/2021 12:21:29 p. m.,14.2,4.85,135.3,308.2,691.0,549.0,1.4,0.345,0.34,0.0,10.802,54.0,4.03
2021-11-22 11:58:57,11/22/2021 12:21:34 p. m.,14.2,4.85,135.2,308.3,691.0,549.0,1.4,0.345,0.34,0.0,10.802,54.1,4.04
2021-11-22 11:59:02,11/22/2021 12:21:39 p. m.,14.2,4.85,135.3,308.3,691.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,54.1,4.05
2021-11-22 11:59:07,11/22/2021 12:21:44 p. m.,14.2,4.85,135.3,308.3,691.0,549.0,1.4,0.345,0.34,0.0,10.802,54.2,4.06
2021-11-22 11:59:12,11/22/2021 12:21:49 p. m.,14.2,4.85,135.3,308.3,691.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,54.3,4.06
2021-11-22 11:59:17,11/22/2021 12:21:54 p. m.,14.21,4.85,135.3,308.3,691.0,549.0,1.4,0.345,0.34,0.0,10.802,54.4,4.07
2021-11-22 11:59:22,11/22/2021 12:21:59 p. m.,14.21,4.85,135.3,308.3,691.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,54.4,4.07
2021-11-22 11:59:27,11/22/2021 12:22:04 p. m.,14.21,4.85,135.3,308.3,691.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,54.5,4.07
2021-11-22 11:59:32,11/22/2021 12:22:09 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802,54.5,4.08
2021-11-22 11:59:37,11/22/2021 12:22:14 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,54.6,4.08
2021-11-22 11:59:42,11/22/2021 12:22:19 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,54.6,4.08
2021-11-22 11:59:47,11/22/2021 12:22:24 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,54.6,4.08
2021-11-22 11:59:52,11/22/2021 12:22:29 p. m.,14.21,4.85,135.4,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,54.6,4.08
2021-11-22 11:59:57,11/22/2021 12:22:34 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,54.7,4.09
2021-11-22 12:00:02,11/22/2021 12:22:39 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,54.8,4.1
2021-11-22 12:00:07,11/22/2021 12:22:44 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,55.0,4.11
2021-11-22 12:00:12,11/22/2021 12:22:49 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,55.1,4.12
2021-11-22 12:00:17,11/22/2021 12:22:54 p. m.,14.21,4.85,135.2,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,55.1,4.12
2021-11-22 12:00:22,11/22/2021 12:22:59 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.805,55.1,4.12
2021-11-22 12:00:27,11/22/2021 12:23:04 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,55.0,4.12
2021-11-22 12:00:32,11/22/2021 12:23:09 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,55.1,4.12
2021-11-22 12:00:37,11/22/2021 12:23:14 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.805,55.0,4.11
2021-11-22 12:00:42,11/22/2021 12:23:19 p. m.,14.21,4.85,135.2,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,54.9,4.11
2021-11-22 12:00:47,11/22/2021 12:23:24 p. m.,14.21,4.85,135.2,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,54.9,4.11
2021-11-22 12:00:52,11/22/2021 12:23:29 p. m.,14.21,4.85,135.2,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802,55.0,4.11
2021-11-22 12:00:57,11/22/2021 12:23:34 p. m.,14.21,4.85,135.4,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.805,55.0,4.11
2021-11-22 12:01:02,11/22/2021 12:23:39 p. m.,14.21,4.85,135.2,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.805,55.0,4.11
2021-11-22 12:01:07,11/22/2021 12:23:44 p. m.,14.21,4.85,135.2,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,55.0,4.12
2021-11-22 12:01:12,11/22/2021 12:23:49 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,55.0,4.11
2021-11-22 12:01:17,11/22/2021 12:23:54 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802,55.0,4.11
2021-11-22 12:01:22,11/22/2021 12:23:59 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,55.2,4.13
2021-11-22 12:01:27,11/22/2021 12:24:04 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,55.3,4.14
2021-11-22 12:01:32,11/22/2021 12:24:09 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,55.5,4.15
2021-11-22 12:01:37,11/22/2021 12:24:14 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802,55.6,4.16
2021-11-22 12:01:42,11/22/2021 12:24:19 p. m.,14.21,4.85,135.2,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,55.6,4.16
2021-11-22 12:01:47,11/22/2021 12:24:24 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802,55.6,4.16
2021-11-22 12:01:52,11/22/2021 12:24:29 p. m.,14.21,4.85,135.2,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.799000000000001,55.6,4.15
2021-11-22 12:01:57,11/22/2021 12:24:34 p. m.,14.21,4.85,135.4,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,55.5,4.15
2021-11-22 12:02:02,11/22/2021 12:24:39 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,55.5,4.15
2021-11-22 12:02:07,11/22/2021 12:24:44 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.8,55.4,4.14
2021-11-22 12:02:12,11/22/2021 12:24:49 p. m.,14.21,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802,55.4,4.14
2021-11-22 12:02:17,11/22/2021 12:24:54 p. m.,14.22,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,55.2,4.13
2021-11-22 12:02:22,11/22/2021 12:24:59 p. m.,14.22,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.804,55.0,4.12
2021-11-22 12:02:27,11/22/2021 12:25:04 p. m.,14.22,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,55.0,4.11
2021-11-22 12:02:32,11/22/2021 12:25:09 p. m.,14.22,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,54.9,4.11
2021-11-22 12:02:37,11/22/2021 12:25:14 p. m.,14.22,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,54.9,4.1
2021-11-22 12:02:42,11/22/2021 12:25:19 p. m.,14.22,4.85,135.3,308.3,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,54.9,4.1
2021-11-22 12:02:47,11/22/2021 12:25:24 p. m.,14.22,4.85,135.3,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,54.9,4.1
2021-11-22 12:02:52,11/22/2021 12:25:29 p. m.,14.22,4.85,135.3,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.802,54.9,4.1
2021-11-22 12:02:57,11/22/2021 12:25:34 p. m.,14.22,4.85,135.3,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.802,54.9,4.1
2021-11-22 12:03:02,11/22/2021 12:25:39 p. m.,14.22,4.85,135.3,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.802,54.9,4.1
2021-11-22 12:03:07,11/22/2021 12:25:44 p. m.,14.22,4.85,135.3,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,54.8,4.09
2021-11-22 12:03:12,11/22/2021 12:25:49 p. m.,14.22,4.85,135.3,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.805,54.7,4.09
2021-11-22 12:03:17,11/22/2021 12:25:54 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.804,54.9,4.1
2021-11-22 12:03:22,11/22/2021 12:25:59 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.806,55.1,4.12
2021-11-22 12:03:27,11/22/2021 12:26:04 p. m.,14.22,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.802999999999999,55.5,4.15
2021-11-22 12:03:32,11/22/2021 12:26:09 p. m.,14.22,4.85,135.3,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,55.6,4.16
2021-11-22 12:03:37,11/22/2021 12:26:14 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.804,55.7,4.16
2021-11-22 12:03:42,11/22/2021 12:26:19 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.806,55.6,4.16
2021-11-22 12:03:47,11/22/2021 12:26:24 p. m.,14.22,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.805,55.5,4.15
2021-11-22 12:03:52,11/22/2021 12:26:29 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.806,55.3,4.14
2021-11-22 12:03:57,11/22/2021 12:26:34 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.805,55.3,4.14
2021-11-22 12:04:02,11/22/2021 12:26:39 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.804,55.3,4.13
2021-11-22 12:04:07,11/22/2021 12:26:44 p. m.,14.22,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.802999999999999,55.2,4.13
2021-11-22 12:04:12,11/22/2021 12:26:49 p. m.,14.22,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.802999999999999,55.3,4.13
2021-11-22 12:04:17,11/22/2021 12:26:54 p. m.,14.22,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.802,55.4,4.14
2021-11-22 12:04:22,11/22/2021 12:26:59 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,55.5,4.15
2021-11-22 12:04:27,11/22/2021 12:27:04 p. m.,14.22,4.85,135.2,308.2,690.0,549.0,1.4,0.345,0.34,0.0,10.802999999999999,55.6,4.16
2021-11-22 12:04:32,11/22/2021 12:27:09 p. m.,14.22,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.804,55.6,4.15
2021-11-22 12:04:37,11/22/2021 12:27:14 p. m.,14.22,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.806,55.5,4.15
2021-11-22 12:04:42,11/22/2021 12:27:19 p. m.,14.22,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.806,55.4,4.14
2021-11-22 12:04:47,11/22/2021 12:27:24 p. m.,14.23,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.802999999999999,55.4,4.14
2021-11-22 12:04:52,11/22/2021 12:27:29 p. m.,14.23,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.804,55.3,4.13
2021-11-22 12:04:57,11/22/2021 12:27:34 p. m.,14.23,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.804,55.2,4.13
2021-11-22 12:05:02,11/22/2021 12:27:39 p. m.,14.23,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.802999999999999,55.1,4.12
2021-11-22 12:05:07,11/22/2021 12:27:44 p. m.,14.23,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.802,55.1,4.11
2021-11-22 12:05:12,11/22/2021 12:27:49 p. m.,14.23,4.85,135.2,308.2,689.0,548.0,1.5,0.345,0.34,0.0,10.802,55.0,4.11
2021-11-22 12:05:17,11/22/2021 12:27:54 p. m.,14.23,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.804,54.9,4.11
2021-11-22 12:05:22,11/22/2021 12:27:59 p. m.,14.23,4.85,135.2,308.2,690.0,548.0,1.4,0.345,0.34,0.0,10.802999999999999,54.9,4.1
2021-11-22 12:05:27,11/22/2021 12:28:04 p. m.,14.23,4.85,135.2,308.1,690.0,549.0,1.4,0.345,0.34,0.0,10.802,54.8,4.1
2021-11-22 12:05:32,11/22/2021 12:28:09 p. m.,14.23,4.85,135.2,308.1,690.0,548.0,1.4,0.345,0.34,0.0,10.8,54.8,4.1
2021-11-22 12:05:37,11/22/2021 12:28:14 p. m.,14.23,4.85,135.2,308.1,690.0,548.0,1.4,0.345,0.34,0.0,10.800999999999998,54.8,4.09
2021-11-22 12:05:42,11/22/2021 12:28:19 p. m.,14.23,4.85,135.2,308.2,689.0,548.0,1.5,0.345,0.34,0.0,10.800999999999998,54.8,4.09
2021-11-22 12:05:47,11/22/2021 12:28:24 p. m.,14.23,4.85,135.2,308.2,689.0,548.0,1.5,0.345,0.34,0.0,10.800999999999998,54.7,4.09
2021-11-22 12:05:52,11/22/2021 12:28:29 p. m.,14.23,4.85,135.2,308.1,690.0,549.0,1.4,0.345,0.34,0.0,10.800999999999998,54.6,4.08
2021-11-22 12:05:57,11/22/2021 12:28:34 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.8,54.6,4.08
2021-11-22 12:06:02,11/22/2021 12:28:39 p. m.,14.23,4.85,135.1,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.8,54.4,4.07
2021-11-22 12:06:07,11/22/2021 12:28:44 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.8,54.1,4.05
2021-11-22 12:06:12,11/22/2021 12:28:49 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.802,54.0,4.03
2021-11-22 12:06:17,11/22/2021 12:28:54 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.802,53.8,4.02
2021-11-22 12:06:22,11/22/2021 12:28:59 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.804,53.7,4.02
2021-11-22 12:06:27,11/22/2021 12:29:04 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.804,53.7,4.01
2021-11-22 12:06:32,11/22/2021 12:29:09 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.805,53.7,4.02
2021-11-22 12:06:37,11/22/2021 12:29:14 p. m.,14.23,4.85,135.2,308.1,690.0,548.0,1.4,0.345,0.34,0.0,10.802999999999999,53.7,4.01
2021-11-22 12:06:42,11/22/2021 12:29:19 p. m.,14.23,4.85,135.2,308.1,690.0,548.0,1.4,0.345,0.34,0.0,10.802,53.7,4.01
2021-11-22 12:06:47,11/22/2021 12:29:24 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.802999999999999,53.7,4.01
2021-11-22 12:06:52,11/22/2021 12:29:29 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.802999999999999,53.6,4.0
2021-11-22 12:06:57,11/22/2021 12:29:34 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.8,53.5,4.0
2021-11-22 12:07:02,11/22/2021 12:29:39 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.800999999999998,53.4,3.99
2021-11-22 12:07:07,11/22/2021 12:29:44 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.800999999999998,53.3,3.98
2021-11-22 12:07:12,11/22/2021 12:29:49 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.800999999999998,53.2,3.97
2021-11-22 12:07:17,11/22/2021 12:29:54 p. m.,14.23,4.85,135.2,308.1,690.0,549.0,1.4,0.345,0.34,0.0,10.799000000000001,53.1,3.96
2021-11-22 12:07:22,11/22/2021 12:29:59 p. m.,14.23,4.85,135.2,308.1,689.0,548.0,1.5,0.345,0.34,0.0,10.800999999999998,53.0,3.96
