Datetime,Water Temperature,Ambient Temperature,Humidity,Water Level,Rain,Light,UV,Turbidity,Dissolved Oxygen,pH,Total Dissolved Solids
2021-11-03 13:23:01,16.5,20.6,67.0,53.95,1023.0,1013.0,375.0,2938.44,6.69,4.74,286.3
2021-11-03 13:23:06,16.5,20.6,67.0,53.95,1023.0,1023.0,380.0,3032.86,6.74,4.68,284.62
2021-11-03 13:23:11,16.5,20.6,66.0,53.95,1023.0,1013.0,385.0,3018.45,6.78,4.64,283.78
2021-11-03 13:23:16,16.5,20.6,66.0,53.95,1023.0,1023.0,390.0,3027.36,6.74,4.63,281.27
2021-11-03 13:23:21,16.5,20.5,66.0,53.95,1023.0,1014.0,390.0,3028.77,6.87,4.61,283.78
2021-11-03 13:23:26,16.5,20.5,66.0,53.95,1023.0,1023.0,395.0,3023.01,6.78,4.63,282.95
2021-11-03 13:23:31,16.5,20.4,66.0,53.95,1023.0,1012.0,395.0,3023.01,6.91,4.61,285.46
2021-11-03 13:23:36,16.5,20.4,66.0,53.95,1023.0,1023.0,400.0,3024.48,6.87,4.46,282.11
2021-11-03 13:23:41,16.5,20.3,66.0,53.95,1023.0,1013.0,405.0,3018.45,6.83,4.41,282.11
2021-11-03 13:23:46,16.5,20.3,66.0,53.93,1023.0,1023.0,405.0,3027.36,6.96,4.48,282.11
2021-11-03 13:23:51,16.5,20.3,67.0,53.93,1023.0,1013.0,410.0,3043.93,7.04,4.53,287.15
2021-11-03 13:23:56,16.5,20.3,67.0,53.95,1023.0,1023.0,415.0,2923.36,6.91,4.48,281.27
2021-11-03 13:24:01,16.5,20.3,67.0,53.95,1023.0,1012.0,420.0,3025.94,7.18,4.41,284.62
2021-11-03 13:24:06,16.5,20.3,67.0,53.93,1023.0,1023.0,425.0,3008.72,7.26,4.44,286.3
2021-11-03 13:24:11,16.5,20.3,67.0,53.95,1023.0,1012.0,430.0,3023.01,7.31,4.39,282.95
2021-11-03 13:24:16,16.5,20.3,67.0,53.95,1023.0,1023.0,440.0,3056.72,7.31,4.22,281.27
2021-11-03 13:24:21,16.5,20.3,66.0,53.95,1023.0,1012.0,440.0,2918.15,7.04,4.29,282.95
2021-11-03 13:24:26,16.5,20.3,66.0,53.95,1023.0,1023.0,445.0,3068.63,7.26,4.31,285.46
2021-11-03 13:24:31,16.5,20.2,66.0,53.93,1023.0,1013.0,450.0,2896.43,7.04,4.44,285.46
2021-11-03 13:24:36,16.5,20.2,66.0,53.93,1023.0,1023.0,465.0,3034.18,7.09,4.48,284.62
2021-11-03 13:24:41,16.5,20.2,67.0,53.95,1023.0,1012.0,465.0,3016.88,7.09,4.39,282.11
2021-11-03 13:24:46,16.5,20.2,67.0,53.95,1023.0,1023.0,475.0,3010.4,7.0,4.41,282.11
2021-11-03 13:24:51,16.5,20.2,68.0,53.93,1023.0,1012.0,475.0,3019.99,7.0,4.44,287.15
2021-11-03 13:24:56,16.5,20.2,68.0,53.93,1023.0,1023.0,480.0,3023.01,7.13,4.46,285.46
2021-11-03 13:25:01,16.5,20.3,67.0,53.95,1023.0,1013.0,490.0,3021.51,6.91,4.39,282.11
2021-11-03 13:25:06,16.5,20.3,67.0,53.95,1023.0,1023.0,490.0,3024.48,7.0,4.41,287.15
2021-11-03 13:25:11,16.5,20.2,67.0,54.0,1023.0,1013.0,495.0,3018.45,6.91,4.37,284.62
2021-11-03 13:25:16,16.5,20.2,67.0,53.93,1023.0,1023.0,500.0,3012.05,6.91,4.5,282.95
2021-11-03 13:25:21,16.5,20.3,67.0,53.95,1023.0,1012.0,505.0,3031.52,7.09,4.26,282.95
2021-11-03 13:25:26,16.5,20.3,67.0,53.95,1023.0,1023.0,510.0,2970.51,6.96,4.35,282.95
2021-11-03 13:25:31,16.5,20.3,67.0,53.93,1023.0,1013.0,515.0,3008.72,7.26,4.42,286.3
2021-11-03 13:25:36,16.5,20.3,67.0,53.95,1023.0,1023.0,520.0,3030.16,7.18,4.41,285.46
2021-11-03 13:25:41,16.5,20.3,67.0,53.95,1023.0,1013.0,520.0,2923.36,7.0,4.46,282.11
2021-11-03 13:25:46,16.5,20.3,67.0,53.93,1023.0,1023.0,525.0,3021.51,7.18,4.33,287.15
2021-11-03 13:25:51,16.5,20.4,67.0,53.95,1023.0,1012.0,530.0,3052.25,7.35,4.33,285.46
2021-11-03 13:25:56,16.5,20.4,67.0,53.95,1023.0,1023.0,535.0,3005.3,7.22,4.28,283.78
2021-11-03 13:26:01,16.5,20.5,69.0,53.95,1023.0,1012.0,540.0,3023.01,7.31,4.37,284.62
2021-11-03 13:26:06,16.5,20.5,69.0,53.95,1023.0,1023.0,540.0,2952.72,7.04,4.31,284.62
2021-11-03 13:26:11,16.5,20.5,69.0,53.95,1023.0,1013.0,540.0,3055.0,7.26,4.26,283.78
2021-11-03 13:26:16,16.5,20.5,69.0,53.95,1023.0,1023.0,545.0,3028.77,7.22,4.35,282.95
2021-11-03 13:26:21,16.5,20.6,68.0,53.95,1023.0,1013.0,550.0,2938.44,7.09,4.37,283.78
2021-11-03 13:26:26,16.5,20.6,68.0,53.95,1023.0,1023.0,550.0,3019.99,7.22,4.31,282.95
2021-11-03 13:26:31,16.5,20.7,66.0,53.93,1023.0,1013.0,555.0,3021.51,7.22,4.24,282.11
2021-11-03 13:26:36,16.5,20.7,66.0,53.95,1023.0,1023.0,555.0,2938.44,7.04,4.09,282.11
2021-11-03 13:26:41,16.5,20.7,66.0,53.95,1023.0,1013.0,555.0,3024.48,7.13,4.24,283.78
2021-11-03 13:26:46,16.5,20.7,66.0,53.95,1023.0,1023.0,560.0,3013.69,7.18,4.2,286.3
2021-11-03 13:26:51,16.5,20.8,66.0,53.93,1023.0,1012.0,560.0,3001.8,7.31,4.24,286.3
2021-11-03 13:26:56,16.5,20.8,66.0,53.95,1023.0,1023.0,560.0,3062.72,7.22,4.28,281.27
2021-11-03 13:27:01,16.5,20.9,67.0,53.95,1023.0,1014.0,560.0,2986.87,7.18,4.22,287.15
2021-11-03 13:27:06,16.5,20.9,67.0,53.95,1023.0,1023.0,560.0,3010.4,7.09,4.06,282.11
2021-11-03 13:27:11,16.5,20.9,67.0,53.95,1023.0,1014.0,565.0,3015.3,7.26,4.13,283.78
2021-11-03 13:27:16,16.5,20.9,67.0,53.95,1023.0,1023.0,560.0,2970.51,7.13,4.17,282.11
2021-11-03 13:27:21,16.5,21.0,67.0,53.95,1023.0,1014.0,565.0,3048.27,7.22,4.28,285.46
2021-11-03 13:27:26,16.56,21.0,67.0,53.95,1023.0,1023.0,565.0,3013.69,7.09,4.28,282.95
2021-11-03 13:27:31,16.5,21.1,67.0,53.95,1023.0,1013.0,565.0,3007.03,7.09,4.18,282.11
2021-11-03 13:27:36,16.5,21.1,67.0,53.95,1023.0,1023.0,565.0,2984.9,7.0,4.22,282.11
2021-11-03 13:27:41,16.5,21.2,67.0,53.95,1023.0,1013.0,565.0,3069.03,7.18,4.15,286.3
2021-11-03 13:27:46,16.5,21.2,67.0,53.93,1023.0,1023.0,565.0,3001.8,7.13,4.15,282.11
2021-11-03 13:27:51,16.5,21.2,66.0,53.93,1023.0,1013.0,565.0,3016.88,6.96,4.24,284.62
2021-11-03 13:27:56,16.5,21.2,66.0,53.93,1023.0,1023.0,565.0,3010.4,7.04,4.15,285.46
2021-11-03 13:28:01,16.5,21.2,65.0,53.93,1023.0,1014.0,565.0,3005.3,7.04,4.04,285.46
2021-11-03 13:28:06,16.5,21.2,65.0,53.95,1023.0,1023.0,560.0,3025.94,7.0,4.09,287.15
2021-11-03 13:28:11,16.5,21.2,65.0,53.95,1023.0,1013.0,560.0,2854.98,7.04,4.13,282.11
2021-11-03 13:28:16,16.5,21.2,65.0,53.95,1023.0,1023.0,555.0,3012.05,7.04,4.15,285.46
2021-11-03 13:28:21,16.5,21.2,65.0,53.95,1023.0,1014.0,555.0,3001.8,7.13,4.22,282.11
2021-11-03 13:28:26,16.5,21.2,65.0,53.93,1023.0,1023.0,550.0,3030.16,7.31,4.31,282.11
2021-11-03 13:28:31,16.5,21.2,65.0,53.95,1023.0,1013.0,550.0,2976.81,7.04,4.22,284.62
2021-11-03 13:28:36,16.56,21.2,65.0,53.95,1023.0,1023.0,545.0,3051.29,7.35,4.28,284.62
2021-11-03 13:28:41,16.5,21.1,65.0,53.93,1023.0,1013.0,545.0,2864.23,7.0,4.29,282.95
2021-11-03 13:28:46,16.5,21.1,65.0,53.93,1023.0,1023.0,540.0,3012.05,7.0,4.18,282.95
2021-11-03 13:28:51,16.5,21.0,65.0,53.95,1023.0,1012.0,540.0,3027.36,7.09,4.18,282.95
2021-11-03 13:28:56,16.5,21.0,65.0,53.95,1023.0,1023.0,540.0,2904.74,6.91,4.09,282.95
2021-11-03 13:29:01,16.5,20.9,65.0,53.95,1023.0,1012.0,535.0,3012.05,7.13,4.09,287.15
2021-11-03 13:29:06,16.5,20.9,65.0,53.93,1023.0,1023.0,535.0,3010.4,7.22,4.17,282.11
2021-11-03 13:29:11,16.5,20.9,65.0,53.95,1023.0,1012.0,535.0,3000.01,7.22,4.18,286.3
2021-11-03 13:29:16,16.56,20.9,65.0,53.93,1023.0,1023.0,530.0,2988.81,7.26,4.22,282.95
2021-11-03 13:29:21,16.5,20.9,66.0,53.95,1023.0,1012.0,530.0,3043.93,7.35,4.28,282.11
2021-11-03 13:29:26,16.5,20.9,66.0,53.93,1023.0,1023.0,535.0,3005.3,7.09,4.26,281.27
2021-11-03 13:29:31,16.5,20.9,65.0,53.95,1023.0,1013.0,525.0,2912.85,7.0,4.26,282.11
2021-11-03 13:29:36,16.56,20.9,65.0,53.93,1023.0,1023.0,525.0,3000.01,7.0,4.29,283.78
2021-11-03 13:29:41,16.56,21.0,66.0,53.95,1023.0,1013.0,520.0,3059.9,7.04,4.2,284.62
2021-11-03 13:29:46,16.56,21.0,66.0,53.95,1023.0,1023.0,520.0,3003.56,7.04,4.17,282.95
2021-11-03 13:29:51,16.56,21.0,64.0,53.95,1023.0,1013.0,520.0,2893.61,6.78,4.2,282.95
2021-11-03 13:29:56,16.56,21.0,64.0,53.95,1023.0,1023.0,525.0,3008.72,7.04,4.15,282.95
2021-11-03 13:30:01,16.56,20.9,63.0,53.95,1023.0,1013.0,520.0,3013.69,6.87,4.13,282.95
2021-11-03 13:30:06,16.56,20.9,63.0,53.93,1023.0,1023.0,515.0,2972.63,6.78,4.24,286.3
2021-11-03 13:30:11,16.56,20.9,63.0,53.93,1023.0,1013.0,515.0,2996.36,6.87,4.2,282.11
2021-11-03 13:30:16,16.56,20.9,63.0,53.95,1023.0,1023.0,515.0,3013.69,6.91,4.18,284.62
2021-11-03 13:30:21,16.56,20.9,64.0,53.93,1023.0,1013.0,515.0,2933.5,6.69,4.13,284.62
2021-11-03 13:30:26,16.5,20.9,64.0,53.93,1023.0,1023.0,515.0,3001.8,6.83,4.18,282.11
2021-11-03 13:30:31,16.56,20.8,65.0,53.95,1023.0,1012.0,515.0,3003.56,6.83,4.31,284.62
2021-11-03 13:30:36,16.56,20.8,65.0,53.93,1023.0,1023.0,515.0,2876.25,6.61,4.26,283.78
2021-11-03 13:30:41,16.56,20.8,66.0,53.93,1023.0,1012.0,515.0,3021.51,6.74,4.24,285.46
2021-11-03 13:30:46,16.56,20.8,66.0,53.95,1023.0,1023.0,520.0,3001.8,6.74,4.22,286.3
2021-11-03 13:30:51,16.5,20.8,66.0,53.95,1023.0,1012.0,520.0,2986.87,6.74,4.09,282.11
2021-11-03 13:30:56,16.56,20.8,66.0,53.95,1023.0,1023.0,520.0,3013.69,6.83,4.17,283.78
2021-11-03 13:31:01,16.56,20.8,64.0,53.95,1023.0,1013.0,520.0,3001.8,6.91,4.18,282.11
2021-11-03 13:31:06,16.5,20.8,64.0,53.95,1023.0,1023.0,520.0,2931.0,6.91,4.17,283.78
2021-11-03 13:31:11,16.56,20.8,65.0,53.95,1023.0,1013.0,520.0,3063.99,7.22,4.2,282.11
2021-11-03 13:31:16,16.56,20.8,65.0,53.93,1023.0,1023.0,525.0,2982.91,7.13,4.26,282.11
2021-11-03 13:31:21,16.56,20.8,65.0,53.97,1023.0,1013.0,525.0,3003.56,7.18,4.18,282.95
2021-11-03 13:31:26,16.56,20.8,65.0,53.95,1023.0,1023.0,525.0,2980.9,7.13,4.22,282.11
2021-11-03 13:31:31,16.56,20.9,65.0,53.93,1023.0,1013.0,525.0,3065.18,7.09,4.22,282.11
2021-11-03 13:31:36,16.56,20.9,65.0,53.93,1023.0,1023.0,525.0,2876.25,7.0,4.2,282.95
2021-11-03 13:31:41,16.56,20.9,63.0,53.95,1023.0,1013.0,525.0,3046.14,7.09,4.09,283.78
2021-11-03 13:31:46,16.56,20.9,63.0,53.95,1023.0,1023.0,525.0,2988.81,7.0,4.18,281.27
2021-11-03 13:31:51,16.56,20.8,64.0,53.95,1023.0,1012.0,530.0,2998.2,7.0,4.2,283.78
2021-11-03 13:31:56,16.56,20.8,64.0,53.95,1023.0,1023.0,530.0,3012.05,6.91,4.2,283.78
2021-11-03 13:32:01,16.56,20.7,64.0,53.93,1023.0,1013.0,535.0,2964.0,6.96,4.2,284.62
2021-11-03 13:32:06,16.56,20.7,64.0,53.95,1023.0,1023.0,530.0,3003.56,7.0,4.13,285.46
2021-11-03 13:32:11,16.56,20.7,63.0,53.93,1023.0,1013.0,535.0,2994.51,7.0,4.18,286.3
2021-11-03 13:32:16,16.56,20.7,63.0,53.95,1023.0,1023.0,530.0,3035.48,7.13,4.15,285.46
2021-11-03 13:32:21,16.56,20.6,63.0,53.95,1023.0,1013.0,535.0,2861.17,6.83,4.17,285.46
2021-11-03 13:32:26,16.56,20.6,63.0,53.95,1023.0,1023.0,535.0,2996.36,6.91,4.13,286.3
2021-11-03 13:32:31,16.56,20.6,64.0,53.95,1023.0,1013.0,545.0,3060.64,7.13,4.09,287.15
2021-11-03 13:32:36,16.56,20.6,64.0,53.95,1023.0,1023.0,545.0,2990.73,7.0,4.15,286.3
2021-11-03 13:32:41,16.56,20.5,64.0,53.95,1023.0,1013.0,545.0,2972.63,7.09,4.22,283.78
2021-11-03 13:32:46,16.56,20.5,64.0,53.95,1023.0,1023.0,550.0,3062.72,7.18,4.2,280.44
2021-11-03 13:32:51,16.56,20.5,65.0,53.95,1023.0,1013.0,550.0,2988.81,7.04,4.11,282.11
2021-11-03 13:32:56,16.56,20.5,65.0,53.95,1023.0,1023.0,555.0,2923.36,6.87,4.2,286.3
2021-11-03 13:33:01,16.56,20.6,64.0,53.93,1023.0,1014.0,560.0,3008.72,6.91,4.22,287.15
2021-11-03 13:33:06,16.56,20.6,64.0,53.95,1023.0,1023.0,560.0,3010.4,6.87,4.15,286.3
2021-11-03 13:33:11,16.56,20.6,65.0,53.93,1023.0,1013.0,565.0,2912.85,6.87,4.18,287.15
2021-11-03 13:33:16,16.56,20.6,65.0,53.95,1023.0,1023.0,565.0,3025.94,7.0,4.2,282.11
2021-11-03 13:33:21,16.56,20.6,65.0,53.95,1023.0,1013.0,570.0,2848.7,6.83,4.17,287.15
2021-11-03 13:33:26,16.56,20.6,65.0,53.95,1023.0,1023.0,575.0,3068.2,6.96,4.2,284.62
2021-11-03 13:33:31,16.56,20.6,65.0,53.93,1023.0,1015.0,575.0,2907.47,6.78,4.17,282.11
2021-11-03 13:33:36,16.56,20.6,65.0,53.95,1023.0,1023.0,580.0,3025.94,7.0,4.18,282.11
2021-11-03 13:33:41,16.56,20.7,65.0,53.95,1023.0,1013.0,585.0,2980.9,7.0,4.15,285.46
2021-11-03 13:33:46,16.56,20.7,65.0,53.95,1023.0,1023.0,590.0,3031.52,7.04,4.22,282.11
2021-11-03 13:33:51,16.56,20.8,64.0,53.93,1023.0,1014.0,595.0,2876.25,7.0,4.2,283.78
2021-11-03 13:33:56,16.56,20.8,64.0,53.93,1023.0,1023.0,600.0,3063.99,7.18,4.22,283.78
2021-11-03 13:34:01,16.56,20.8,64.0,53.93,1023.0,1013.0,610.0,2839.12,6.91,4.15,284.62
2021-11-03 13:34:06,16.56,20.8,64.0,53.95,1023.0,1023.0,610.0,3007.03,7.0,4.17,282.11
2021-11-03 13:34:11,16.56,20.8,64.0,53.95,1023.0,1013.0,625.0,2990.73,7.13,4.13,286.3
2021-11-03 13:34:16,16.56,20.8,64.0,53.95,1023.0,1023.0,625.0,3000.01,7.0,4.09,287.15
2021-11-03 13:34:21,16.56,20.8,64.0,53.95,1023.0,1015.0,630.0,3015.3,7.0,4.13,287.15
2021-11-03 13:34:26,16.56,20.8,64.0,53.95,1023.0,1023.0,645.0,2904.74,6.91,4.22,284.62
2021-11-03 13:34:31,16.56,20.8,64.0,53.95,1023.0,1015.0,660.0,3065.18,7.04,4.2,282.11
2021-11-03 13:34:36,16.56,20.8,64.0,53.95,1023.0,1023.0,670.0,2896.43,6.78,4.17,286.3
2021-11-03 13:34:41,16.56,20.8,63.0,53.95,1023.0,1014.0,685.0,2986.87,6.91,4.17,287.15
2021-11-03 13:34:46,16.56,20.8,63.0,53.95,1023.0,1023.0,710.0,3005.3,6.87,4.09,287.15
2021-11-03 13:34:51,16.56,20.8,64.0,53.95,1023.0,1013.0,725.0,2984.9,6.87,4.13,283.78
2021-11-03 13:34:56,16.56,20.8,64.0,53.93,1023.0,1023.0,740.0,2904.74,6.69,4.17,282.11
2021-11-03 13:35:02,16.56,20.8,65.0,54.0,1023.0,1023.0,770.0,2994.51,6.78,4.17,287.15
2021-11-03 13:35:06,16.56,20.9,65.0,53.95,1023.0,1015.0,780.0,2982.91,6.83,4.22,283.78
2021-11-03 13:35:11,16.56,20.9,65.0,53.93,1023.0,1023.0,800.0,3054.11,6.96,4.24,282.95
2021-11-03 13:35:16,16.56,21.0,66.0,53.95,1023.0,1015.0,815.0,2970.51,6.78,4.2,287.99
2021-11-03 13:35:21,16.56,21.0,66.0,53.95,1023.0,1023.0,840.0,2998.2,6.78,4.18,281.27
2021-11-03 13:35:26,16.56,21.0,66.0,53.95,1023.0,1014.0,855.0,3036.76,7.0,4.18,285.46
2021-11-03 13:35:31,16.56,21.0,66.0,53.95,1023.0,1023.0,870.0,2887.92,6.74,4.22,282.11
2021-11-03 13:35:36,16.56,21.1,66.0,53.95,1023.0,1014.0,875.0,3061.35,7.13,4.22,283.78
2021-11-03 13:35:41,16.56,21.1,66.0,53.95,1023.0,1023.0,875.0,2848.7,6.87,4.22,284.62
2021-11-03 13:35:46,16.56,21.2,67.0,53.95,1023.0,1014.0,875.0,3019.99,7.09,4.17,287.15
2021-11-03 13:35:51,16.56,21.2,67.0,53.95,1023.0,1023.0,885.0,2978.86,6.78,4.11,283.78
2021-11-03 13:35:56,16.56,21.4,64.0,53.95,1023.0,1015.0,880.0,3007.03,6.83,4.11,283.78
2021-11-03 13:36:01,16.56,21.4,64.0,53.95,1023.0,1023.0,875.0,2978.86,6.83,4.11,287.99
2021-11-03 13:36:06,16.56,21.4,62.0,53.95,1023.0,1014.0,880.0,2982.91,6.83,4.15,284.62
2021-11-03 13:36:11,16.56,21.4,62.0,53.95,1023.0,1023.0,880.0,3001.8,6.74,4.11,282.95
2021-11-03 13:36:16,16.56,21.4,61.0,53.93,1023.0,1013.0,875.0,2986.87,6.78,4.09,283.78
2021-11-03 13:36:21,16.56,21.4,61.0,53.95,1023.0,1023.0,875.0,2990.73,6.74,4.18,284.62
2021-11-03 13:36:26,16.56,21.4,61.0,53.95,1023.0,1013.0,875.0,2998.2,6.96,4.13,282.95
2021-11-03 13:36:31,16.56,21.4,61.0,53.93,1023.0,1023.0,875.0,2961.79,6.87,4.07,284.62
2021-11-03 13:36:36,16.56,21.4,62.0,53.95,1023.0,1013.0,865.0,2988.81,6.96,4.07,285.46
2021-11-03 13:36:41,16.56,21.4,62.0,53.93,1023.0,1023.0,865.0,3000.01,6.83,4.15,282.95
2021-11-03 13:36:46,16.56,21.4,62.0,53.95,1023.0,1013.0,860.0,2970.51,6.83,4.15,282.11
2021-11-03 13:36:51,16.56,21.4,62.0,53.95,1023.0,1023.0,865.0,3056.72,7.0,4.15,285.46
2021-11-03 13:36:56,16.56,21.4,63.0,53.95,1023.0,1013.0,835.0,2848.7,6.91,4.13,282.11
2021-11-03 13:37:01,16.56,21.4,63.0,53.93,1023.0,1023.0,805.0,3066.79,7.09,4.11,287.15
2021-11-03 13:37:06,16.56,21.5,62.0,53.95,1023.0,1013.0,805.0,2970.51,6.74,4.11,286.3
2021-11-03 13:37:11,16.56,21.5,62.0,53.95,1023.0,1023.0,760.0,3001.8,6.83,4.11,287.15
2021-11-03 13:37:16,16.56,21.7,62.0,53.95,1023.0,1013.0,750.0,3039.24,6.87,4.09,283.78
2021-11-03 13:37:21,16.56,21.7,62.0,53.95,1023.0,1023.0,765.0,2982.91,6.83,4.11,283.78
2021-11-03 13:37:26,16.56,21.7,63.0,53.93,1023.0,1013.0,785.0,2982.91,6.69,4.17,283.78
2021-11-03 13:37:31,16.56,21.7,63.0,53.95,1023.0,1023.0,805.0,3068.2,6.74,4.15,284.62
2021-11-03 13:37:36,16.56,21.8,62.0,53.95,1023.0,1013.0,815.0,2984.9,6.69,4.11,287.99
2021-11-03 13:37:41,16.56,21.8,62.0,53.95,1023.0,1023.0,810.0,2867.27,6.74,4.13,282.11
2021-11-03 13:37:46,16.56,21.9,61.0,53.95,1023.0,1012.0,820.0,3003.56,6.69,4.13,282.11
2021-11-03 13:37:51,16.56,21.9,61.0,53.95,1023.0,1023.0,840.0,2984.9,6.78,4.07,286.3
2021-11-03 13:37:56,16.56,22.0,63.0,53.93,1023.0,1013.0,850.0,3035.48,7.0,4.17,283.78
2021-11-03 13:38:01,16.56,22.0,63.0,53.93,1023.0,1023.0,845.0,3005.3,6.83,4.15,283.78
2021-11-03 13:38:06,16.56,22.1,64.0,53.95,1023.0,1013.0,850.0,2835.88,6.74,4.18,287.99
2021-11-03 13:38:11,16.63,22.1,64.0,53.95,1023.0,1023.0,845.0,2992.63,6.96,4.11,287.15
2021-11-03 13:38:16,16.56,22.2,63.0,53.95,1023.0,1012.0,850.0,3003.56,6.96,4.17,284.62
2021-11-03 13:38:21,16.56,22.2,63.0,53.95,1023.0,1023.0,850.0,2931.0,6.78,4.11,286.3
2021-11-03 13:38:26,16.56,22.3,61.0,53.95,1023.0,1010.0,840.0,2978.86,7.0,4.0,282.95
2021-11-03 13:38:31,16.56,22.3,61.0,53.93,1023.0,1023.0,845.0,3000.01,6.83,4.02,286.3
2021-11-03 13:38:36,16.63,22.3,61.0,53.95,1023.0,1012.0,845.0,2832.62,6.91,4.13,282.95
2021-11-03 13:38:41,16.63,22.3,61.0,53.95,1023.0,1023.0,845.0,3001.8,6.91,4.06,287.15
2021-11-03 13:38:46,16.63,22.4,61.0,53.93,1023.0,1010.0,850.0,2990.73,6.87,4.13,282.11
2021-11-03 13:38:51,16.63,22.4,61.0,53.95,1023.0,1022.0,850.0,2986.87,6.87,4.11,287.15
2021-11-03 13:38:56,16.56,22.4,60.0,53.93,1023.0,1010.0,855.0,2984.9,6.78,4.13,287.15
2021-11-03 13:39:01,16.63,22.4,60.0,53.95,1023.0,1022.0,855.0,3021.51,6.91,4.04,282.11
2021-11-03 13:39:06,16.63,22.4,61.0,53.93,1023.0,1010.0,860.0,2887.92,6.74,4.07,286.3
2021-11-03 13:39:11,16.63,22.4,61.0,53.95,1023.0,1023.0,855.0,3065.18,6.91,4.11,287.15
2021-11-03 13:39:16,16.63,22.4,63.0,53.95,1023.0,1010.0,855.0,2982.91,6.83,4.02,282.11
